gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,results_to,team_alive,team_id,team_name,team_rating,team_region,team_seed,team_slot
womens,2022-03-13,0,1.0,0.230907324386,0.057738531813,0.001594994435,0.000400844493,7.4800412e-05,9.964938e-06,1,1,2617,Stephen F. Austin,81.68,Greensboro,12,10
womens,2022-03-13,1,0.474680967994,0.145099127963,0.053352465002,0.009039252655,0.000800520946,9.4900233e-05,9.49366e-06,0,1,52,Florida State,81.39,Spokane,11b,115
womens,2022-03-13,0,1.0,0.302025807716,0.06558422963,0.007311937536,0.001196185137,7.689416e-05,9.056772e-06,1,1,2057,Belmont,80.24,Wichita,12,42
womens,2022-03-13,1,0.490710651809,0.182845453979,0.025317771994,0.006436429542,0.00032577129,6.3373108e-05,8.840205e-06,0,1,2168,Dayton,80.91,Greensboro,11a,18
womens,2022-03-13,1,0.509289348191,0.193620730805,0.027462737191,0.006249946663,0.000276406788,5.5644097e-05,8.044199e-06,0,1,305,DePaul,80.54,Greensboro,11b,19
womens,2022-03-13,0,1.0,0.129874739346,0.044954461383,0.0046949876,0.000726977345,4.9208661e-05,6.089639e-06,1,1,2084,Buffalo,80.26,Wichita,13,46
womens,2022-03-13,0,1.0,0.288452622539,0.013279758656,0.003394643166,0.000339673595,4.5638185e-05,4.307782e-06,1,1,57,Florida,81.32,Bridgeport,10,90
womens,2022-03-13,0,1.0,0.215209501148,0.045840139903,0.003333259031,0.00047056055,5.2513699e-05,4.118605e-06,1,1,113,Massachusetts,79.69,Bridgeport,12,74
womens,2022-03-13,0,1.0,0.394915375185,0.008739935402,0.002886372001,0.000276360824,3.5118063e-05,3.136217e-06,1,1,265,Washington State,80.76,Bridgeport,8,68
womens,2022-03-13,0,1.0,0.16045535666,0.051581200307,0.002668573559,0.000277904415,3.4510582e-05,3.014116e-06,1,1,85,IUPUI,79.3,Bridgeport,13,78
womens,2022-03-13,0,1.0,0.220302064699,0.027498919231,0.002439855678,0.000309275008,1.6532204e-05,1.653425e-06,1,1,222,Villanova,78.78,Wichita,11,50
womens,2022-03-13,0,1.0,0.132896607544,0.026403308604,0.002198910745,9.4090086e-05,5.617184e-06,2.94916e-07,1,1,2296,Jackson State,75.51,Spokane,14,118
